,request,conversation_id,word1,word2
167,Read the following two sentences and determine if they form a correct comparison or not.,1463,correct,form
1751,Choose the correct word from the list,17365,correct,word
3311,Choose the correct word to complete the following sentence: 'He wanted to be _______ of his accomplishments.',34564,correct,word
1076,"Identify the correct definition for the word ""anomaly"".",10531,correct,word
214,Please edit this sentence to correct the grammar and spelling mistakes.,1972,correct,grammar
3373,Select the correct word to complete the following sentence. Output the correct word.,35309,correct,word
1367,Edit the following text to correct any grammar or spelling errors.,13235,correct,grammar
1043,Place each set of words into the correct form of verb tense.,10198,correct,form
1472,What is the correct spelling of this word ?,14284,correct,word
3039,"Select the correct adverb that you could use to replace the word ""quickly"".",31289,correct,word
3369,"Rewrite the sentence to use the correct form of the word ""occur"".",35271,correct,form
3368,"Rewrite the sentence to use the correct form of the word ""occur"".",35271,correct,word
3365,Rearrange the following words to form a correct sentence: to/I/job/amazing/an/applied,35253,correct,form
4272,"Edit the word ""delishious"" to form a correct word.",44815,correct,form
460,"Insert the correct article before the word ""children""",4347,correct,word
2668,"Choose the correct word to complete the sentence:

Many species of birds _________ in the winter.",27009,correct,word
4271,"Edit the word ""delishious"" to form a correct word.",44815,correct,word
3290,Identify the correct verb form to fill in the blank of the following sentence.,34253,correct,form
3307,Rearrange the words below to form a grammatically correct sentence. Output the sentence.,34472,correct,form
3213,"Pick the correct grammatical category for the word ""good"".",33252,correct,word
585,Edit this sentence so that it uses correct grammar and punctuation.,5641,correct,grammar
3905,Re-arrange the words to form a complete sentence with a correct grammar.,40714,correct,form
3889,"Given a text, correct any mistakes in the grammar and spelling.",40569,correct,grammar
3974,"Edit the text to correct any spelling and grammar mistakes.
The elefant was so learge that john was amased",41609,correct,grammar
954,"Automatically correct the grammar in the following sentence: ""The two dogs sleeps in the garden"".",9417,correct,grammar
719,Choose the word that has the correct synonym for the highlighted word.,7000,correct,word
714,"Given a sentence and a word in the sentence, what is the correct part of speech?",6923,correct,word
4360,Generate an example sentence that uses the word 'opulent' in the correct context.,45680,correct,word
1239,Select the correct verb form in this sentence.,12205,correct,form
2335,Generate a correct python program to shift all the letters in a given word by two characters ahead.,23183,correct,word
1248,Create a list of correct punctuation and grammar rules.,12271,correct,grammar
4129,"Analyze the following sentence for any spelling and/or grammar errors, and provide the correct version of the sentence.",43167,correct,grammar
957,Choose the correct form of the verb from the choices given.,9463,correct,form
4759,Rewrite the following phrase using the correct form for pluralizing.,50471,correct,form
1707,Revise the given sentences to correct the grammar and improve the structure.,16918,correct,grammar
1193,Find the wrong word and replace it with the correct one.,11668,correct,word
4225,Determine if the mouth is the correct word for the context.,44294,correct,word
2362," I often see constructions like this one:

> I look forward to hearing from you soon.

It seems a little strange to me. In my mind it would look better using the infinitive form ""to hear"". I don't know if it has something with the verbals... Anyway, what I want to know is which form is correct and why?",23352,correct,form
2538,"Edit the sentence ""I'm running late so I quickly ate breakfast"" to correct the grammar",25635,correct,grammar
4446,Rearrange the jumbled words to form the correct sentence:,46856,correct,form
2565,Automatically correct the spelling of the following word,25944,correct,word
704,Modify the given text to correct its grammar mistakes.,6823,correct,grammar
1701,"Rearrange the following words to form a grammatically correct statement.
Output:
Statement: The paper published was groundbreaking new research.",16751,correct,form
328,Identify the correct form of the following verb.,3124,correct,form
4717,Choose the correct grammar for the underlined word.,49964,correct,grammar
627,What is the correct grammar and punctuation in the following sentence?,6110,correct,grammar
596,Rewrite the sentence below with correct grammar and punctuation.,5743,correct,grammar
1818,Rewrite the entry in the correct form of English,18120,correct,form
2917,Identify the incorrect written word and correct it,29939,correct,word
3452,Reorder the list of letters to form a correct word.,36108,correct,form
593,"Given a list of words, rearrange them to form a grammatically correct sentence.",5700,correct,form
2489,"Combine the following two sentences using the correct form of a verb that agrees with the subject ""tree"":",25029,correct,form
3616,Evaluate the following sentence and correct any grammar or spelling mistakes.,37719,correct,grammar
1703,Select the correct word given the context.,16779,correct,word
884,"Given a sentence containing a grammar mistake, correct the sentence.",8877,correct,grammar
2306,"In this task, you need to form a sentence using the given words in their correct form.",22942,correct,form
2305,"In this task, you need to arrange the following phrases in correct order to form a meaningful sentence.",22939,correct,form
844,Place the given phrases in the correct order to form a sentence.,8412,correct,form
1836,Classify the following to the correct word group.,18255,correct,word
1527,Re-write the following sentence using correct grammar to make it grammatically correct.,15036,correct,grammar
591,Re-arrange the following list of words to form a grammatically correct sentence.,5692,correct,form
2460,Select the correct word to fill in the blank.,24638,correct,word
3815,Compute the total cost after applying the given tax rate.,39797,cost,total
2398,"You need to calculate the total cost of a purchase including taxes.
Output the calculated cost.",23840,cost,total
2390,Find the total cost of 10 apples when each apple costs $2.,23713,cost,total
633,Find the total cost of buying the items on the shopping list.,6153,cost,total
4435,Calculate the total cost given a set of items with the given prices.,46748,cost,total
3216,"Calculate the total cost for the following items.
Output should be an integer number.",33292,cost,total
810,Calculate the total cost for the given inputs.,8078,cost,total
2465,Find the total cost for two tickets for the concert,24705,cost,total
4579,Calculate the total cost of purchasing 5 laptops at the price of 899 each.,48231,cost,total
1080,Calculate the total cost given the unit cost and the number of units,10549,cost,total
3558,Calculate the total cost of owning a car for 5 years.,37196,cost,total
3757,Find the total price by adding shipping cost and item price.,39120,cost,total
65,Calculate the total cost of the following items.,644,cost,total
1799,Calculate the total cost for a round-trip flight.,17898,cost,total
913,Write an equation to calculate the total cost of a product.,9046,cost,total
4402,"Create a function to calculate the total cost of a book order, given the unit price, quantity, shipping cost, and tax rate.",46339,cost,total
2932,"Calculate the total cost for the customer with the following items in the basket.

Item 1: 5 T-shirts ($15 each)
Item 2: 1 Jacket ($75)",30141,cost,total
702,Estimate the total cost of a flight from New York to California,6802,cost,total
293,Calculate the total cost of a product with the given price and tax rate.,2792,cost,total
3297,Calculate the total cost of an item that costs $50 and has a tax rate of 8%.,34290,cost,total
1869,Write a function to calculate the total cost of a shopping basket,18597,cost,total
4217,What is the total cost of the item?,44250,cost,total
3254,Calculate the total cost when given the items and the rate.,33831,cost,total
3752,Calculate the total cost of two items that cost $7 and $3 each.,39090,cost,total
2751,Calculate the total cost of a dinner for 6 people.,27918,cost,total
3603,What is the total cost if two items cost $12 each with no tax?,37626,cost,total
2310,Construct an excel formula to calculate the total cost for the following list of items.,23001,cost,total
1456,Calculate the total cost if 7 items are purchased at $42 each.,14068,cost,total
3426,"Calculate the total cost (in USD) of the items in the list, given their individual prices",35884,cost,total
986,Estimate the total cost of a cross-country road trip from Los Angeles to New York.,9663,cost,total
1979,Calculate the total cost for purchasing 3 items of given price.,19807,cost,total
3082,"Compute the total cost for the items below, assuming each item is bought in the quantities listed. Output the cost.",31749,cost,total
4722,"Compute the total cost of 10 items, each with a price of $4.",50042,cost,total
4525,Write a Python program that will calculate the total cost of a meal given the ingredients and their cost.,47620,cost,total
1945,Calculate the total cost of a given shopping list.,19436,cost,total
4599,Write an equation for the total cost of an item with a given unit cost and number of items.,48532,cost,total
2250,"Calculate the total cost of 3 items which cost $2, $10 and $6.",22430,cost,total
4324,"Given the information below, compute the total cost of the trip.",45321,cost,total
539,Calculate the total cost of 1000 apples at the rate of $1.5 per apple.,5158,cost,total
1127,Compute the total cost of these items.,11043,cost,total
2219,Get the total cost of items from a list.,21984,cost,total
3002," In this problem, you are given a weighted tree and a set of nodes. The weight of each node represents the cost of serving a dish to a cat, and the distance between two nodes represents the time it takes for the cat to travel from one dish to the other. You need to find the minimum total cost of serving all dishes to a cat that starts at node 1 and visits all nodes in the set.",30973,cost,total
3209,"Find the total cost of 3 items priced at $10, $25 and $50",33217,cost,total
4819,Estimate the total cost of a package that weighs 5 kilograms and has a shipping cost of $50.,51142,cost,total
743,What is the total cost of buying 10 cinema tickets that cost 6 euros each?,7212,cost,total
2783,Estimate the total cost of a particular item.,28296,cost,total
4641,Calculate the total cost of three items and output the result.,48969,cost,total
4249,Calculate the total cost including taxes of buying 6 items at $10 each.,44597,cost,total
4541,Calculate the maximum price of a product given total cost and profit margin.,47760,cost,total
3681,Create a SQL query to select the first name and last name of all customers who live in a specific city.,38353,customers,query
857,Generate a query to find all customers who have made more than 50 purchases,8581,customers,query
4266,Create a SQL query to list all the customers from Chicago.,44807,customers,query
1758,Write a SQL query that returns the top 10 customers by total spent,17509,customers,query
2804,Construct an SQL query to retrieve the customer identification and first name of customers who are younger than 30.,28561,customers,query
663,Construct a SQL query to find the list of customers who have orders in the month of February 2021.,6490,customers,query
3338,Generate a valid SQL query to extract all customers with a given last name from a customer database.,35006,customers,query
415,"Given a table of customer orders with columns CustomerID, OrderID, OrderDate, and OrderAmount, write a SQL query to find the top 5 customers who have made the largest orders.",4005,customers,query
1330,"Given a table of orders with columns OrderID, CustomerID, OrderDate, and OrderAmount, write a SQL query to find the top 3 customers who have spent the most money in the past month, where the past month is defined as the 30 days preceding the current date.",12965,customers,query
725,"Given a table of customer orders with columns CustomerID, OrderID, OrderDate, and OrderAmount, write a SQL query to find the top 5 customers who have spent the most money.",7060,customers,query
837,"Given a table of customer orders with columns CustomerID, OrderID, OrderDate, and OrderAmount, write a SQL query to find the top 5 customers who have spent the most money.",8386,customers,query
4688,"Write a MySQL query to select all the customers from the ""Customers"" table who were born after 1990.",49544,customers,query
2356,"Suppose you have a table named ""transactions"" with columns ""transaction_id"", ""customer_id"", ""transaction_date"", and ""amount"". Write a SQL query to find the customers who have made the largest percentage increase in spending from the previous month to the current month.",23333,customers,query
1874,Create a SQL query to get the list of customers who purchased items over $500.,18629,customers,query
3795,Construct a SQL query to determine the total number of customers in each country.,39564,customers,query
766,"Given a table of customer orders with columns CustomerID, OrderID, OrderDate, and OrderAmount, write a SQL query to find the top 5 customers who have spent the most money.",7505,customers,query
2159,"Suppose you have a table named ""invoices"" with columns ""invoice_id"", ""customer_id"", ""invoice_date"", and ""amount"". Write a SQL query to find the top 5 customers who have the highest average invoice amount, excluding any customers who have made less than 10 purchases.",21471,customers,query
2082,"Suppose you have a table named ""invoices"" with columns ""invoice_id"", ""customer_id"", ""invoice_date"", and ""amount"". Write a SQL query to find the top 5 customers who have the highest average invoice amount, excluding any customers who have made less than 10 purchases.",20822,customers,query
3409,Create a database query to list the top ten customers based on sales amount,35722,customers,query
3389,Write a SQL query that returns the names of all of the customers and the product they purchased.,35472,customers,query
1900,Write SQL query to select the customers who have signed up within the last 7 days.,18944,customers,query
738,Write a query in PostgreSQL to list customers with orders in a particular month.,7155,customers,query
3733,"Construct a SQL query to select the names of customers whose orders were delivered after April 13, 2021",38920,customers,query
334,"Given a table of customer transactions with columns CustomerID, TransactionID, and TransactionAmount, write a SQL query to find the total number of customers who have made transactions totaling over $1000.",3167,customers,query
4239,"Construct a query to select customers who spend more than $1,000 in total in the last year.",44472,customers,query
2052,"Suppose you have a table named ""transactions"" with columns ""transaction_id"", ""customer_id"", ""transaction_date"", and ""amount"". Write a SQL query to find the customer with the highest total spend in the last 6 months, excluding any customers who have not made any transactions in the last 6 months.",20550,customers,query
3688,Execute a SQL query to find the names of the customers who have not placed any order.,38428,customers,query
2882,Construct a SQL query to list all the customers from the US with a customer rating of 5.,29399,customers,query
3719,Choose which of the following two categories best describes the given item.,38753,describes,best
4816,Choose a word that best describes the feeling of this phrase.,51124,describes,best
387,Find a synonym to the given word that best describes the context in which the word is used.,3760,describes,best
3559,Write a classification statement which best describes the following paragraph,37199,describes,best
303,Come up with a clever slogan that best describes Amazon.,2924,describes,best
4658,Find a sentence in a given text that best describes the theme of the text.,49167,describes,best
389,Find the sentence in the text which best describes the biggest advantage/benefit of a certain action.,3762,describes,best
3674,Create a word that best describes the following definition.,38297,describes,best
4662,Create a sentence that best describes a given adjective.,49250,describes,best
1306,Pick a color that best describes the feeling of joy.,12787,describes,best
4573,Name a three-word phrase that best describes a person's attitude.,48036,describes,best
2444,"Which of the following terms best describes the following definition?

""A process that continually analyzes data to detect patterns and adjust itself accordingly""",24432,describes,best
4002,Generate a 5-word phrase that best describes a person who is highly ambitious and driven,41879,describes,best
2247,Which of the following best describes a microcontroller?,22347,describes,best
2773,Identify the category that best describes the movie.,28143,describes,best
4494,Produce an adjective that best describes the input noun.,47333,describes,best
2451,Which type of clause best describes the following sentence?,24533,describes,best
4764,"Given the two words, determine which word best describes the other.",50534,describes,best
3925,Find the mathematical formula that best describes the data set.,41052,describes,best
2718,Find a song title that best describes a particular feeling.,27587,describes,best
4280,"What word best describes the definition of ""integrity""?",44909,describes,best
4034,Select the word which best describes the phrase 'not the same',42178,describes,best
2951,Find the shortest phrase that best describes the following paragraph.,30365,describes,best
1998,Propose an algorithm that can detect anomalies in a network.,20091,detect,algorithm
2623,Create an algorithm to detect fraudulent credit card transactions.,26561,detect,algorithm
2856,Create an algorithm to detect passwords that contain personal information.,29196,detect,algorithm
1160,Build an algorithm to detect patterns in a customer's purchasing behavior,11454,detect,algorithm
2254,Develop an algorithm to detect fraud in a user's transactions.,22498,detect,algorithm
3692,Generate an algorithm to detect the outliers in an array.,38472,detect,algorithm
1135,Create an algorithm to detect malicious activity from a website.,11201,detect,algorithm
1800,Create an algorithm that can detect outliers in a list of numbers.,17954,detect,algorithm
2283,Design an algorithm that can be used to detect spam emails.,22722,detect,algorithm
1801,Create an algorithm that can detect collisions between two objects.,17955,detect,algorithm
2575,Write a classification algorithm to detect spam emails.,26090,detect,algorithm
4355,"Using the input below, develop an algorithm to detect suspicious online activities.",45624,detect,algorithm
2791,Develop an algorithm to detect faulty code.,28394,detect,algorithm
815,Design an algorithm to detect plagiarism in academic papers.,8168,detect,algorithm
2320,Explain how an algorithm can be used to detect plagiarism in documents.,23073,detect,algorithm
3528,Create an algorithm to detect fraud in an online transaction.,36870,detect,algorithm
1311,Design an algorithm to detect malicious content in texts.,12796,detect,algorithm
1411,Design a classification algorithm to detect a message as spam or ham.,13688,detect,algorithm
3659,Create an algorithm to detect plagiarism between two pieces of text.,38162,detect,algorithm
2315,Design a machine learning algorithm to detect fake news.,23050,detect,algorithm
2935,Develop an algorithm that can detect a given type of fraud.,30185,detect,algorithm
4692,Create an algorithm to detect when two words have the same meaning.,49581,detect,algorithm
1391,Build an algorithm to detect plagiarism in a text.,13586,detect,algorithm
3991,Create an algorithm to detect malicious URLs given a data set of URLs.,41779,detect,algorithm
2985,Create a machine learning algorithm to detect anomalous activity in a network.,30831,detect,algorithm
1308,Design an algorithm to detect fake news in articles.,12792,detect,algorithm
4708,Describe the advantages of having a well-structured coding process in the software development process.,49843,development,software
1695,Name 3 principles of the Agile software development methodology.,16717,development,software
4209,List the five stages of the software development lifecycle,44172,development,software
2448,Name the commonly used software development methods.,24525,development,software
2447,What problems could arise if a software development team does not have a tester?,24523,development,software
100,Describe the different stages in the software development lifecycle.,859,development,software
574,List three software development methods.,5570,development,software
1197,Give an example of a mission statement for a software development company.,11689,development,software
953,List the four components of the XP (Extreme Programming) software development process.,9391,development,software
4814,Suggest the best issue tracking system for a software development team of 10 members.,51105,development,software
2858,Generate a list of interview questions for a software development role.,29198,development,software
1892,Explain the four primary stages of the waterfall software development model.,18866,development,software
251,Can you suggest a unique name for a software development company?,2269,development,software
1348,Mention five characteristics that make up a successful software development project.,13079,development,software
4703,Identify two professional software development practices.,49748,development,software
3660,Describe a software development process with four steps.,38165,development,software
14,"Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.

Previously, the use of dye-sub printing was limited to industrial or high-end commercial printing. Dye-sub photo printing has been used in medical imaging, graphic arts proofing, security, and broadcast-related applications. Today, it is extremely popular in event photography and photo booths or kiosks that require high-speed, on-demand printing.

Alps Electric produced the first quality dye-sub printers for home consumers in the $500–$1,000 price range, bringing dye-sublimation technology within the reach of a wider audience. (These models were, however, not true page printers, since they used a narrow printhead that swept across the page, like most inkjet printers.) Now there are many dye-sublimation printers on the market starting from as low as $100, especially postcard-sized mobile photo printers.

The ability to produce instant photo prints inexpensively from a small printer has led to dye sublimation solutions supplanting traditional instant photos in some applications, such as ID photography with a card printer.

Several corporations market desktop-size units as stand-alone printers and for print kiosk and photo booth applications. Some of these units are based on generic printers. Some manufacturers, offer software development kits with their printers, suggesting that these companies hope to attract system integrators as a potential market.

Desktop-size standalone dye-sub photo printers are also used by photographers in event photography. The technology allows photographers to produce and sell lab-quality prints immediately during the event they are attending, with a minimal amount of hardware. 

Question: What are the uses of a dye sublimation printer?",92,development,software
22,"You are a smart assistant designed to help high school teachers come up with reading comprehension questions.
Given a piece of text, you must come up with a question and answer pair that can be used to test a student's reading comprehension abilities.
When coming up with this question/answer pair, you must respond in the following format:
```
{{
    ""question"": ""$YOUR_QUESTION_HERE"",
    ""answer"": ""$THE_ANSWER_HERE""
}}
```
Everything between the ``` must be valid json.
Please come up with a question/answer pair, in the specified JSON format, for the following text:
----------------
Previously, the use of dye-sub printing was limited to industrial or high-end commercial printing. Dye-sub photo printing has been used in medical imaging, graphic arts proofing, security, and broadcast-related applications. Today, it is extremely popular in event photography and photo booths or kiosks that require high-speed, on-demand printing.

Alps Electric produced the first quality dye-sub printers for home consumers in the $500–$1,000 price range, bringing dye-sublimation technology within the reach of a wider audience. (These models were, however, not true page printers, since they used a narrow printhead that swept across the page, like most inkjet printers.) Now there are many dye-sublimation printers on the market starting from as low as $100, especially postcard-sized mobile photo printers.

The ability to produce instant photo prints inexpensively from a small printer has led to dye sublimation solutions supplanting traditional instant photos in some applications, such as ID photography with a card printer.

Several corporations market desktop-size units as stand-alone printers and for print kiosk and photo booth applications. Some of these units are based on generic printers. Some manufacturers, offer software development kits with their printers, suggesting that these companies hope to attract system integrators as a potential market.

Desktop-size standalone dye-sub photo printers are also used by photographers in event photography. The technology allows photographers to produce and sell lab-quality prints immediately during the event they are attending, with a minimal amount of hardware.",134,development,software
3215,Create a detailed timeline for a software development project.,33280,development,software
1054,what is a typical software development cycle?,10309,development,software
3819,Organize all the components in a software development environment by order of importance.,39840,development,software
16,"Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.

Previously, the use of dye-sub printing was limited to industrial or high-end commercial printing. Dye-sub photo printing has been used in medical imaging, graphic arts proofing, security, and broadcast-related applications. Today, it is extremely popular in event photography and photo booths or kiosks that require high-speed, on-demand printing.

Alps Electric produced the first quality dye-sub printers for home consumers in the $500–$1,000 price range, bringing dye-sublimation technology within the reach of a wider audience. (These models were, however, not true page printers, since they used a narrow printhead that swept across the page, like most inkjet printers.) Now there are many dye-sublimation printers on the market starting from as low as $100, especially postcard-sized mobile photo printers.

The ability to produce instant photo prints inexpensively from a small printer has led to dye sublimation solutions supplanting traditional instant photos in some applications, such as ID photography with a card printer.

Several corporations market desktop-size units as stand-alone printers and for print kiosk and photo booth applications. Some of these units are based on generic printers. Some manufacturers, offer software development kits with their printers, suggesting that these companies hope to attract system integrators as a potential market.

Desktop-size standalone dye-sub photo printers are also used by photographers in event photography. The technology allows photographers to produce and sell lab-quality prints immediately during the event they are attending, with a minimal amount of hardware. 

Question: Is the Epson F7100 a dye sub printer?",100,development,software
1003,Name five common agile software development processes.,9955,development,software
3707,Generate a realistic dialogue between two characters arguing about the effects of climate change.,38611,dialogue,characters
1846,Create a dialogue between two characters in a TV show.,18377,dialogue,characters
1565,"In the passage below, change the dialogue between two characters",15587,dialogue,characters
1053,Create five sets of dialogue for two characters talking about sports.,10305,dialogue,characters
1893,Generate a dialogue between two characters on a date.,18873,dialogue,characters
1838,Create a dialogue between two characters about the importance of nature conservation.,18270,dialogue,characters
1750,Create a short dialogue between two characters about the given topic.,17344,dialogue,characters
1719,Construct a dialogue between two characters on the topic of global warming.,17084,dialogue,characters
2094,Generate a dialogue in which the two characters are expressing contrasting opinions.,20963,dialogue,characters
2689,"Generate a piece of dialogue for two characters using the following words: ""frustrated"", ""unapologetic"", and ""toy"".",27267,dialogue,characters
312,Create a dialogue between two characters about an alien invasion.,3002,dialogue,characters
1789,Create a short piece of narrative fiction that features a dialogue between two characters about the future of the internet,17782,dialogue,characters
921,Write a short dialogue between two characters discussing the article.,9056,dialogue,characters
1591,Generate the script of a dialogue between two characters with the following situation.,15886,dialogue,characters
1496,Generate a dialogue between two characters discussing the impact of technology on society.,14656,dialogue,characters
3159,"Based on the input, create a dialogue between two characters in a story.",32773,dialogue,characters
3156,Create a dialogue between two characters based on the following story.,32711,dialogue,characters
117,Create a dialogue between two characters for a conflict resolution.,953,dialogue,characters
666,Develop a dialogue between two characters given the situation.,6536,dialogue,characters
2732,Create a dialogue in which two characters discuss a scientific anomaly.,27701,dialogue,characters
1964,Create a dialogue between two characters in which one character encourages another.,19679,dialogue,characters
2645,Create a dialogue between two characters that demonstrates how they are feeling about a situation.,26753,dialogue,characters
4825,"Given a scenario, generate a dialogue between two characters of your choice",51199,dialogue,characters
1465,Generate an appropriate dialogue for two characters with a given conflict.,14213,dialogue,characters
1319,Generate an example of dialogue between two characters who disagree.,12898,dialogue,characters
4187,Generate a couple of interesting dialogue lines for a conversation between two characters in a story.,43855,dialogue,characters
3137,Construct an artificial dialogue between two characters using the given sentence.,32469,dialogue,characters
4860,Create a market analysis for a startup company in the digital marketing space.,51668,digital,marketing
1442,Name three digital marketing platforms,13981,digital,marketing
2918,Compare the traditional marketing strategies with digital marketing strategies,29978,digital,marketing
776,Make up a creative name for a digital marketing agency.,7561,digital,marketing
4083,Describe how digital marketing can be used to improve customer engagement.,42759,digital,marketing
1829,Identify three trends in digital marketing that are gaining traction.,18178,digital,marketing
3687,Create a taxonomy tree for digital marketing that contains at least 10 subtopics.,38424,digital,marketing
287,Explain what makes a good digital marketing strategy.,2678,digital,marketing
1753,Enumerate why businesses should develop an effective digital marketing strategy.,17402,digital,marketing
381,What type of digital marketing strategies should a company use to increase its online presence?,3748,digital,marketing
3416,Create a list of 5 critical success factors for launching a successful digital marketing campaign,35783,digital,marketing
4186,Design a professional email signature for a digital marketing manager.,43854,digital,marketing
105,Create a headline for an article about the top 5 trends in digital marketing,885,digital,marketing
996,Create a tweet about the benefits of digital marketing,9897,digital,marketing
1152,Explain why an organization should invest in digital marketing,11391,digital,marketing
1594,Generate a list of at least five digital marketing strategies.,15946,digital,marketing
4312,Create a list of potential questions for an online survey about digital marketing,45173,digital,marketing
3214,Identify three digital marketing tactics.,33279,digital,marketing
2223,Write a summary of the process for creating and managing a digital marketing campaign.,22078,digital,marketing
2140,Suggest 3 ways a local business can leverage digital marketing to reach potential customers.,21376,digital,marketing
3464,Describe a successful digital marketing strategy.,36275,digital,marketing
3313,Analyze the benefits of digital marketing,34605,digital,marketing
4468,What are the steps involved in implementing a successful digital marketing strategy?,47153,digital,marketing
1693,What is the digital marketing strategy for a new idea?,16714,digital,marketing
3354,Suggest the best digital marketing strategy for a travel app.,35160,digital,marketing
4426,Generate dialogue between two people discussing the advantages of a vegan diet.,46639,discussing,dialogue
3032,Write a dialogue between two friends discussing the current state of the economy.,31244,discussing,dialogue
2529,Create a dialogue for two friends discussing their recent trip.,25548,discussing,dialogue
557,Create a dialogue between two people discussing the ethics behind animal testing,5366,discussing,dialogue
4370,Create a dialogue between two friends discussing the best way to spend their Saturday.,45787,discussing,dialogue
3619,Construct a dialogue between two people discussing artificial intelligence.,37734,discussing,dialogue
1495,Generate a dialogue between two characters discussing the impact of technology on society.,14656,discussing,dialogue
964,Generate a dialogue between two friends discussing a book,9541,discussing,dialogue
4725,Generate 1-2 sentences of dialogue for 2 people discussing their plans for the weekend.,50071,discussing,dialogue
1447,Construct a dialogue between two people discussing the importance of being kind.,13988,discussing,dialogue
1269,Write a dialogue between two friends discussing the pros and cons of online classes.,12358,discussing,dialogue
396,Generate a dialogue between two persons discussing the topic of artificial intelligence.,3797,discussing,dialogue
1070,Create a dialogue between two people discussing global warming.,10486,discussing,dialogue
4390,Write a short dialogue between two people who are discussing a disagreement.,46036,discussing,dialogue
4656,Construct a dialogue between two friends discussing how their summer break has been,49135,discussing,dialogue
3618,Construct a dialogue between two teenagers discussing their favorite movie,37730,discussing,dialogue
3569,Create a dialogue between two people discussing the pros and cons of having a pet.,37302,discussing,dialogue
74,Create a dialogue between two colleagues discussing a project they are working on.,704,discussing,dialogue
279,Create a dialogue between two people discussing the topic of climate change.,2568,discussing,dialogue
4452,Generate a dialogue between two people discussing a recent international news article.,46992,discussing,dialogue
2921,Create a dialogue between two friends discussing the importance of history.,30006,discussing,dialogue
1178,Generate a dialogue between two people discussing their plans for the weekend.,11548,discussing,dialogue
3536,Generate a dialogue between two friends discussing the latest news in their city.,37027,discussing,dialogue
4604,"Generate a sample dialogue between a teacher and a student, discussing their favorite hobby",48554,discussing,dialogue
2461,Write a short dialogue between two people discussing a new type of mobile device.,24645,discussing,dialogue
1312,Generate a realistic dialogue between two people discussing tour packages in New York City.,12814,discussing,dialogue
2889,Write a dialogue between two people discussing how to take a break from technology,29507,discussing,dialogue
920,Write a short dialogue between two characters discussing the article.,9056,discussing,dialogue
2311,Write a hypothetical dialogue between two people discussing the effect of technology on communication.,23018,discussing,dialogue
2454,Write a 150-word essay on the health benefits of eating fruits and vegetables.,24587,eating,benefits
531,Generate a list of 8 benefits of eating healthy.,5028,eating,benefits
1181,Compare the benefits and risks of eating house.,11571,eating,benefits
811,Compare the benefits of eating grilled fish to eating fried fish,8099,eating,benefits
2227,Name two health benefits of eating apples,22138,eating,benefits
617,List 4 benefits of eating breakfast every day.,5923,eating,benefits
1734,Describe the benefits of eating healthy foods.,17203,eating,benefits
3677,Compare the benefits of a plant-based diet versus eating meat.,38313,eating,benefits
3822,Outline the primary benefits of eating breakfast.,39893,eating,benefits
4503,Identify 3 benefits of eating seafood,47382,eating,benefits
3635,Name five benefits of eating organic food.,37812,eating,benefits
3253,Tell me a few benefits of eating vegetables.,33813,eating,benefits
2402,Name two benefits of eating more plant-based proteins.,23890,eating,benefits
4133,Research and list the health benefits of eating apples.,43201,eating,benefits
1699,Compare the benefits of eating healthy food with the benefits of exercising regularly.,16746,eating,benefits
3463,Can you list 5 benefits of eating healthy?,36272,eating,benefits
825,List five benefits of eating more fruits and vegetables.,8308,eating,benefits
1953,List 3 benefits for eating a balanced diet.,19534,eating,benefits
2506,List three benefits of eating at home.,25222,eating,benefits
1227,Write a paragraph about the benefits of eating healthy.,12077,eating,benefits
1947,What are the main benefits of eating a vegan diet?,19447,eating,benefits
4842,Name some benefits of eating healthy.,51474,eating,benefits
2435,Come up with a list of nutritional benefits of eating apples.,24354,eating,benefits
2533,Describe 3 benefits of eating bananas.,25585,eating,benefits
4616,Compare and contrast the health benefits of eating organic food vs non-organic food.,48622,eating,benefits
1132,Write a sentence explaining how eating healthy benefits the human body?,11124,eating,benefits
989,Write a short essay to explain the potential health benefits of eating fish.,9769,eating,benefits
4437,Design a poster featuring the benefits of eating healthy.,46770,eating,benefits
1709,Identify three benefits of eating healthy.,16934,eating,benefits
4666,Find the health benefits of eating avocados.,49278,eating,benefits
3980,Summarize the key benefits of eating a healthy diet.,41644,eating,benefits
3103,Generate a list of possible health benefits for eating blueberries.,32000,eating,benefits
1912,Name two benefits of eating a balanced diet.,19070,eating,benefits
3411,Describe the health benefits of eating an apple a day.,35764,eating,benefits
1134,List at least 3 benefits of eating healthy.,11134,eating,benefits
3766,Generate an email subject line for a job offer acceptance letter.,39249,email,subject
3936,Generate three unique subject lines for an email promoting a new health product.,41175,email,subject
1419,Add a subject line for this email,13795,email,subject
4115,Design an email subject line that encourages an action,43059,email,subject
1548,Draft five customer service email subject lines.,15378,email,subject
4584,Generate a unique email subject for the following message.,48304,email,subject
4393,Generate an email subject line for an important company announcement.,46122,email,subject
2967,Write an email given the subject and the task.,30620,email,subject
2820,Compose a new email subject line for a following email.,28784,email,subject
1977,Generate an email subject to let the receiver know you are sending an important document.,19784,email,subject
3624,Generate an email subject line for a follow-up email.,37745,email,subject
2620,Generate an email subject line related to software engineering.,26530,email,subject
2989,Write a professional email subject line,30879,email,subject
